Questionnaire,Year Reported to CDP,Account Number,Organization,Country,CDP Region,Parent Section,Section,Question Number,Question Name,Column Number,Column Name,Response Answer,Comments,File Name,Last update,action
Cities 2020,2020,31150,Bangkok Metropolitan Administration,Thailand,Southeast Asia and Oceania,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,58668,"City of New Bedford, MA",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Storm surge,NA,NA,09/07/2020 09:45:36 AM, Storm surge
Cities 2020,2020,54075,City of Lakewood,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme cold temperature > Extreme winter conditions,NA,NA,09/07/2020 09:45:36 AM, Extreme winter conditions
Cities 2020,2020,53254,City of Hobart,Australia,Southeast Asia and Oceania,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,44210,Yeosu Metropolitan Government,Republic of Korea,East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Water-borne disease,NA,NA,09/07/2020 09:45:36 AM, Water-borne disease
Cities 2020,2020,60369,Alcaldía Municipal de Armenia,Colombia,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Wild fire > Land fire,NA,NA,09/07/2020 09:45:36 AM, Land fire
Cities 2020,2020,58668,"City of New Bedford, MA",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,5871,Essex County Council,United Kingdom of Great Britain and Northern Ireland,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,60142,City of Kisumu,Kenya,Africa,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,841964,"City of Hallandale Beach, FL",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Chemical change > Salt water intrusion,NA,NA,09/07/2020 09:45:36 AM, Salt water intrusion
Cities 2020,2020,73413,Commune de Cocody,Côte d'Ivoire,Africa,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,31174,Moscow Government,Russian Federation,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,31179,Gemeente Rotterdam,Netherlands,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Storm surge,NA,NA,09/07/2020 09:45:36 AM, Storm surge
Cities 2020,2020,35863,eThekwini Municipality,South Africa,Africa,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,59631,"City of San Leandro, CA",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Groundwater flood,NA,NA,09/07/2020 09:45:36 AM, Groundwater flood
Cities 2020,2020,59166,Municipalidad de Independencia,Chile,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme cold temperature > Extreme winter conditions,NA,NA,09/07/2020 09:45:36 AM, Extreme winter conditions
Cities 2020,2020,69848,Municipio de Loja,Ecuador,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
Cities 2020,2020,35880,Municipality of Porto Alegre,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,3417,New York City,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,42178,Distrito Metropolitano de Quito,Ecuador,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Wild fire > Forest fire,NA,NA,09/07/2020 09:45:36 AM, Forest fire
Cities 2020,2020,31169,Government of Hong Kong Special Administrative Region,"China, Hong Kong Special Administrative Region",East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,43905,City of San Antonio,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,8242,City of Helsinki,Finland,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Storm surge,NA,NA,09/07/2020 09:45:36 AM, Storm surge
Cities 2020,2020,68388,Prefeitura de Morungaba,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,50558,"City of London, ON",Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme cold temperature > Extreme winter conditions,NA,NA,09/07/2020 09:45:36 AM, Extreme winter conditions
